"Despesa_Sap","Despesa_Tm1"
"Fev - PB1228.9 - TRANSF IMAC CAMPELLO FPT","PB1228.2 - FLEET DE PRODUÇÃO (ON-GOING)"
"Fev - PB1228.10 - TRANSF ICT IMPRESSÃO CAMPELLO","PB1228.2 - FLEET DE PRODUÇÃO (ON-GOING)"
"Fev - PB1229.1 - PROV MANUTENÇÃO SW MANUTENÇÃO HW FUNILAR","PB1229.1 - [ZEBRA] Manutenção de Hardware Funilaria (Body Shop)"
"Fev - PB1229.2 - PROV MANUTENÇÃO SW MANUTENÇÃO HW FUNILAR","PB1229.1 - [ZEBRA] Manutenção de Hardware Funilaria (Body Shop)"
"Fev - PB1229.3 - MANUTENÇÃO SW MONTAGEM FINAL GENERAL SO","PB1229.2 - [ZEBRA] Manutenção de Hardware Montagem Final (General South)"
"Fev - PB1230.1 - PROV MANUTENÇÕES EVOLUTIVAS INDUSTRIAL","PB1230.1 - [ME] MANUTENÇÕES EVOLUTIVAS - MANUFACTURING"
"Fev - PB1230.2 - PROV MANUTENÇÕES EVOLUTIVAS INDUSTRIAL","PB1230.1 - [ME] MANUTENÇÕES EVOLUTIVAS - MANUFACTURING"
"Fev - PB1231.1 - PROV MANUTENÇÃO SW MANUTENÇÃO SW FUNILAR","PB1231.7 - [LICENSE] Maintenance SW Zebra Funilaria (Body Shop)"
"Fev - PB1231.2 - PROV MANUTENÇÃO SW PAMSTAMP 2/12","PB1231.14 - [LICENSE] PamStamp - Dies feasibility"
"Fev - PB1231.3 - PROV SW TICON 1/12","PB1231.4 - [LICENSE] MAINTENANCE TICON"
"Fev - PB1231.4 - PROV MANT SW TCM SIEMEN PLM 1/12","PB1231.3 - [LICENSE] MAINTENANCE TCM / NX / PROCESS (MANUFACTURING)"
"Fev - PB1231.5 - PROV CATIA V5 HYBRID DESIGN 1/12","PB1231.10 - [LICENSE] MAINTENANCE CATIA V5 - HYBRID DESIGN 2"
"Fev - PB1231.7 - ESI GROUP FAT 2018 01 036 R TIL PO 6","PB1231.14 - [LICENSE] PamStamp - Dies feasibility"
"Fev - PB1231.8 - IRRF FAT 2018 01 036 R TIL ESI GROUP PO","PB1231.14 - [LICENSE] PamStamp - Dies feasibility"
"Fev - PB1231.9 - ESI GROUP FAT 2018 01 036 R TIL PO 6","PB1231.14 - [LICENSE] PamStamp - Dies feasibility"
"Fev - PB1231.10 - 0800034475 DASSAULT SYSTEMES DO EM","PB1231.10 - [LICENSE] Maintenance Catia V5 - Hybrid Design 2"
"Fev - PB1231.11 - 0800034475 DASSAULT SYSTEMES DO EM","PB1231.10 - [LICENSE] Maintenance Catia V5 - Hybrid Design 2"
"Fev - PB1231.12 - PROV MANUTENÇÃO SW MANUTENÇÃO SW FUNILAR","PB1231.7 - [LICENSE] Maintenance SW Zebra Funilaria (Body Shop)"
"Fev - PB1231.13 - PROV SW TICON 2/12","PB1231.4 - [LICENSE] MAINTENANCE TICON"
"Fev - PB1231.14 - PROV MANT SW TCM SIEMEN PLM 2/12","PB1231.3 - [LICENSE] MAINTENANCE TCM / NX / PROCESS (MANUFACTURING)"
"Fev - PB1231.15 - MANUT SW PAMSTAMP 3/12","PB1231.14 - [LICENSE] PamStamp - Dies feasibility"
"Fev - PB1231.16 - CATIA V5 HYBRID DESIGN 2/12","PB1231.10 - [LICENSE] MAINTENANCE CATIA V5 - HYBRID DESIGN 2"
"Fev - PB1231.17 - MANUTENÇÃO SOFTWARE TRAKSYS HSI 11/12","PB1231.6 - [LICENSE] MAINTENANCE TRAKSYS - POWERTRAIN"
"Fev - PB1231.18 - MANUTENÇÃO AUTOCAD E AUTODESK 9/12","PB1231.5 - [LICENSE] MAINTENANCE SW AUTOCAD / AUTODESK"
"Fev - PB1231.19 - MANUTENÇÃO HW MONTAGEM FINAL GENERAL SO","PB1231.8 - [LICENSE] MAINTENANCE SW ZEBRA MONTAGEM FINAL (GENERAL SOUTH)"
"Fev - PB1231.20 - MANUTENÇÃO SW CITRIX 10/12","PB1231.12 - [LICENSE] Maintenance Citrix"
"Fev - PB1231.21 - MANUTENÇÃO SW OSS 11/12","PB1231.2 - [LICENSE] Maintenance OSS JDA"
"Fev - PB1231.22 - MANUTENÇÃO SW EPLAN 4/12","PB1231.11 - [LICENSE] Maintenance Eplan Electric P8"
"Fev - PB1231.23 - MANUT AUTODESKPRODDESIGN 5/12","PB1231.13 - [LICENSE] Maintenance Autodesk / Autocad"
"Fev - PB1232.1 - PROV ENGINEERING SUPORTE AMS UTE DIGI","PB1232.5 - [UTE] PLS Ute Digital Brasil (On Site)"
"Fev - PB1232.2 - PROV REPLY MANUTENÇÃO SISTEMAS MANUFA","PB1232.2 - [SRS / PMS / SACM / SIC] AMS"
"Fev - PB1232.3 - PROV ENGINEERING PROFESSIONAL SERVICE","PB1232.4 - [CW] PLS - Color Wheel System"
"Fev - PB1232.4 - PROV STEFANINI SUPORTE TCM METODOLOGI","PB1232.7 - [TCM] AMS - PLM"
"Fev - PB1232.5 - PROV HSI GESTÃO DO SISTEMA TRAKSYS C","PB1232.10 - [TRAKSYS] AMS - SERVIÇOS DE SUPORTE CUSTOMIZADOS (CSS) TRAKSYS POWERTRAIN"
"Fev - PB1232.6 - PROV GTON SGF SISTEMA DE GESTÃO DE","PB1232.11 - [SGF] AMS - SISTEMA DE GESTÃO DE FERRAMENTAS"
"Fev - PB1232.7 - AMS SISTEMAS PWT 2017","PB1232.2 - [SRS / PMS / SACM / SIC] AMS"
"Fev - PB1232.8 - ANALISE DE SISTEMAS ALTA","PB1232.6 - [WCM FI] AMS - Focused Improvement (1 SR / 1 PL)"
"Fev - PB1232.9 - ANALISE DE SISTEMAS MEDIA","PB1232.6 - [WCM FI] AMS - Focused Improvement (1 SR / 1 PL)"
"Fev - PB1232.10 - ANALISE NEGOCIOS AUTOMACAO ALTA","PB1232.4 - [CW] PLS - Color Wheel System"
"Fev - PB1232.11 - ANALISE NEGOCIOS AUTOMACAO ALTA","PB1232.4 - [CW] PLS - Color Wheel System"
"Fev - PB1232.12 - 0800036027 REPLY DO BRASIL SIST EM","PB1232.6 - [WCM FI] AMS - Focused Improvement (1 SR / 1 PL)"
"Fev - PB1232.13 - 0800036027 REPLY DO BRASIL SIST EM","PB1232.6 - [WCM FI] AMS - Focused Improvement (1 SR / 1 PL)"
"Fev - PB1232.14 - 0800036027 REPLY DO BRASIL SIST EM","PB1232.6 - [WCM FI] AMS - Focused Improvement (1 SR / 1 PL)"
"Fev - PB1232.15 - 0800036027 REPLY DO BRASIL SIST EM","PB1232.6 - [WCM FI] AMS - Focused Improvement (1 SR / 1 PL)"
"Fev - PB1232.16 - 0800022202 ENGINEERING DO BRASI EM","PB1232.4 - [CW] PLS - Color Wheel System"
"Fev - PB1232.17 - 0800022202 ENGINEERING DO BRASI EM","PB1232.4 - [CW] PLS - Color Wheel System"
"Fev - PB1232.18 - 0800022202 ENGINEERING DO BRASI EM","PB1232.4 - [CW] PLS - Color Wheel System"
"Fev - PB1232.19 - 0800022202 ENGINEERING DO BRASI EM","PB1232.4 - [CW] PLS - Color Wheel System"
"Fev - PB1232.20 - OSS IDC AMS SHARE SERVICES 6/6","PB1232.3 - [OSS] AMS Order Slotting - LATAM"
"Fev - PB1232.21 - PROV ENGINEERING SUPORTE AMS UTE DIGI","PB1232.5 - [UTE] PLS Ute Digital Brasil (On Site)"
"Fev - PB1232.22 - PROV FATOR M SISTEMAS RENOVAÇÃO AMS I","PB1232.8 - [imSystem] AMS - Perdas Prod. Mão de Obra"
"Fev - PB1232.23 - PROV GTON SGF SISTEMA DE GESTÃO DE","PB1232.11 - [SGF] AMS - SISTEMA DE GESTÃO DE FERRAMENTAS"
"Fev - PB1232.24 - PROV HSI GESTÃO DO SISTEMA TRAKSYS C","PB1232.10 - [TRAKSYS] AMS - SERVIÇOS DE SUPORTE CUSTOMIZADOS (CSS) TRAKSYS POWERTRAIN"
"Fev - PB1232.25 - PROV LUMIAR SOFT LICENÇAS DE USO E MA","PB1232.12 - [SIMCA] AMS Gestão de Resíduos"
"Fev - PB1232.26 - PROV REPLY MANUTENÇÃO SISTEMAS MANUFA","PB1232.2 - [SRS / PMS / SACM / SIC] AMS"
"Fev - PB1232.27 - PROV STEFANINI GESTÃO CAX REF JANE","PB1232.14 - [TCM] Workstation CAX (Parte Industrial)"
"Fev - PB1232.28 - PROV STEFANINI SUPORTE ON SITE TEAMCE","PB1232.15 - [TCM] Suporte on site Teamcenter (Parte Industrial)"
"Fev - PB1232.29 - PROV STEFANINI SUPORTE TCM METODOLOGI","PB1232.7 - [TCM] AMS - PLM"
"Fev - PB1232.30 - PROV T SYSTEMS GESTAO MENSAL TEAMCENT","PB1232.13 - [TCM] AMS Teamcenter Expert (Parte Industrial)"
"Fev - PB1233.1 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1233.2 - AMS Sistemi di automazione"
"Fev - PB1233.2 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1233.2 - AMS Sistemi di automazione"
"Fev - PB1233.3 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1233.2 - AMS Sistemi di automazione"
"Fev - PB1233.4 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1233.2 - AMS Sistemi di automazione"
"Fev - PB1233.5 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1233.2 - AMS Sistemi di automazione"
"Fev - PB1233.6 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1233.2 - AMS Sistemi di automazione"
"Fev - PB1235.1 - PROV FÁCIL INFORMÁTICA LICENCIAMENTO","PB1235.1 - Manutenção Software Espaider Cível"
"Fev - PB1235.2 - PROV FÁCIL INFORMÁTICA LICENCIAMENTO","PB1235.1 - Manutenção Software Espaider Cível"
"Fev - PB1238.1 - PROV SUP TÉC E MANT AUTOLAB 1/12","PB1238.1 - MANUTENÇÃO SOFTWARE AUTOLAB GESTÃO DE LABORATÓRIOS"
"Fev - PB1238.2 - PROV SUP TÉC E MANT AUTOLAB 2/12","PB1238.1 - MANUTENÇÃO SOFTWARE AUTOLAB GESTÃO DE LABORATÓRIOS"
"Fev - PB1238.3 - MANUTENÇÃO SW SAS 8/12","PB1238.2 - Manutenção SAS Market Indicator Analysis"
"Fev - PB1239.1 - PROV REPLY PROFESSIONAL SERVICES JA","PB1239.2 - Serviços Quality R3"
"Fev - PB1239.2 - APP PFS ANALISE NEG ALTA","PB1239.2 - SERVIÇOS QUALITY R3"
"Fev - PB1239.3 - AMS ANALISTA DESENVOLVEDOR SE","PB1239.3 - Serviços Quality Development"
"Fev - PB1239.4 - APP PFS ANALISTA/DESENVOLVEDOR PL","PB1239.4 - Serviços HD1 e HD2"
"Fev - PB1239.5 - 0053700013 SERVIÇO MANUT EVOLUTIVA S","PB1239.3 - Serviços Quality Development"
"Fev - PB1239.6 - 0800036027 REPLY DO BRASIL SIST EM","PB1239.2 - Serviços Quality R3"
"Fev - PB1239.7 - 0800036027 REPLY DO BRASIL SIST EM","PB1239.2 - SERVIÇOS QUALITY R3"
"Fev - PB1239.8 - AMS QDA 9 CALIBR INSTRUMENTOS 11/12","PB1239.5 - AMS QDA9 - CALIBRATION TOOLS FAASA"
"Fev - PB1239.9 - CLOUD SERVICES DEALERNET WORKFLOW 7/","PB1238.3 - Manutenção Software DealerNet - Oficina Assistencial"
"Fev - PB1239.10 - TRANSF ICT ACERTO REPLY CONTA CONTABIL","PB1239.3 - Serviços Quality Development"
"Fev - PB1239.11 - TRANSF ICT ACERTO REPLY CONTA CONTABIL","PB1239.3 - Serviços Quality Development"
"Fev - PB1240.1 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1240.2 - EXTENDED TRACEABILITY"
"Fev - PB1240.2 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1240.2 - EXTENDED TRACEABILITY"
"Fev - PB1240.3 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1240.2 - EXTENDED TRACEABILITY"
"Fev - PB1240.4 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1240.2 - EXTENDED TRACEABILITY"
"Fev - PB1240.5 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1240.2 - EXTENDED TRACEABILITY"
"Fev - PB1240.6 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1240.2 - EXTENDED TRACEABILITY"
"Fev - PB1241.1 - 0800000851 CH TECNOLOGIA LTDA E EM","PB1241.2 - MANUTENÇÃO DISPOSITIVO DE CONTROLE DE PONTO E ACESSO"
"Fev - PB1241.2 - 0800000851 CH TECNOLOGIA LTDA E EM","PB1241.2 - MANUTENÇÃO DISPOSITIVO DE CONTROLE DE PONTO E ACESSO"
"Fev - PB1241.3 - PROV CH TECH MANUTENÇÃO DISPOSITIVO D","PB1241.2 - MANUTENÇÃO DISPOSITIVO DE CONTROLE DE PONTO E ACESSO"
"Fev - PB1241.4 - GESTÃO RECUP PCS MATS CODINS","PB1241.3 - Peças de Reposição Dispositivo de Controle de Ponto e Acesso"
"Fev - PB1241.5 - PROV CH TECH AMS CONTROLE DE PONTO E","PB1241.2 - Manutenção Dispositivo de Controle de Ponto e Acesso"
"Fev - PB1241.6 - 0800000851 CH TECNOLOGIA LTDA E EM","PB1241.2 - Manutenção Dispositivo de Controle de Ponto e Acesso"
"Fev - PB1241.7 - 0800000851 CH TECNOLOGIA LTDA E EM","PB1241.2 - Manutenção Dispositivo de Controle de Ponto e Acesso"
"Fev - PB1242.1 - PROV MANUTENÇÕES EVOLUTIVAS RECURSOS HUM","PB1242.1 - Manutenções Evolutivas"
"Fev - PB1242.2 - PROV MANUTENÇÕES EVOLUTIVAS RECURSOS HUM","PB1242.1 - Manutenções Evolutivas"
"Fev - PB1243.1 - PROV SÊNIOR LICENÇA DE SW VETOR RH","PB1243.2 -  MANUTENÇÃO SOFTWARE VETORH"
"Fev - PB1243.2 - PROV SENIOR LICENÇA DE SW VETOR RH","PB1243.2 -  MANUTENÇÃO SOFTWARE VETORH"
"Fev - PB1244.1 - PROV SÊNIOR AMS VETOR RH DEZEMBRO/1","PB1244.2 - AMS VETORH"
"Fev - PB1244.2 - PROV BHTEC AMS INTERATIVA JANEIRO/1","PB1244.3 - MANUTENÇÃO INTERATIVA"
"Fev - PB1244.3 - APP ASO AMS VETORRH","PB1244.2 - AMS VetorH"
"Fev - PB1244.4 - 0800002937 SENIOR SISTEMAS LTDA EM","PB1244.2 - AMS VetorH"
"Fev - PB1244.5 - 0800002937 SENIOR SISTEMAS LTDA EM","PB1244.2 - AMS VetorH"
"Fev - PB1244.6 - PROV BHTEC AMS INTERATIVA JANEIRO E","PB1244.3 - MANUTENÇÃO INTERATIVA"
"Fev - PB1244.7 - PROV SENIOR AMS VETOR RH REF JANEI","PB1244.2 - AMS VetorH"
"Fev - PB1245.1 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1245.1 - (SAPHR) NEW SAP HR SYSTEM"
"Fev - PB1245.2 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1245.1 - (SAPHR) NEW SAP HR SYSTEM"
"Fev - PB1245.3 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1245.1 - (SAPHR) NEW SAP HR SYSTEM"
"Fev - PB1245.4 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1245.1 - (SAPHR) NEW SAP HR SYSTEM"
"Fev - PB1247.1 - PROV MANUTENÇÕES EVOLUTIVAS SUPPLY CHAIN","PB1247.1 - MANUTENÇÕES EVOLUTIVAS"
"Fev - PB1247.2 - PROV MANUTENÇÕES EVOLUTIVAS SUPPLY CHAIN","PB1247.1 - MANUTENÇÕES EVOLUTIVAS"
"Fev - PB1248.1 - PROV MANUTENÇÃO SW POWERDESIGNER 6/12","PB1248.4 - MANUTENÇÃO SOFTWARE POWERDESIGNER (FERRAMENTA CASE)"
"Fev - PB1248.2 - PROV ENGEMAN SUP E UPGRADE","PB1248.3 - MANUTENÇÃO SOFTWARE ENGEMAN"
"Fev - PB1248.3 - PROV MANUTENÇÃO SW POWERDESIGNER 7/12","PB1248.4 - MANUTENÇÃO SOFTWARE POWERDESIGNER (FERRAMENTA CASE)"
"Fev - PB1248.4 - PROV ENGEMAN SUP E UPGRADE 2/12","PB1248.3 - MANUTENÇÃO SOFTWARE ENGEMAN"
"Fev - PB1249.1 - PROV DI2S SERVIÇOS DE TRANSMISSÃO DE","PB1249.4 - SERVIÇOS DE TRANSMISSÃO DE ARQUIVOS CAD (PROJETO E-SUPPLY)"
"Fev - PB1249.2 - PROV DI2S SERVIÇOS DE TRANSMISSÃO DE","PB1249.9 - Serviços de Transmissão de arquivos CAD - FAASA"
"Fev - PB1249.3 - PROV DI2S SERVIÇOS DE TRANSMISSÃO DE","PB1249.48 - Transmissão de Arquivos CAD"
"Fev - PB1249.4 - PROV TCS AMS STARS E E LEEN JANEIRO","PB1249.6 - AMS STARS AND ELEEN"
"Fev - PB1249.5 - APP PFS SAP MM","PB1249.75 - SERVIÇOS SAP - MM"
"Fev - PB1249.6 - 0800036027 REPLY DO BRASIL SIST EM","PB1249.75 - Serviços SAP - MM"
"Fev - PB1249.7 - 0800036027 REPLY DO BRASIL SIST EM","PB1249.75 - Serviços SAP - MM"
"Fev - PB1249.8 - PROV DI2S SERVIÇOS DE TRANSMISSÃO DE","PB1249.48 - Transmissão de Arquivos CAD"
"Fev - PB1249.9 - PROV DI2S SERVIÇOS DE TRANSMISSÃO DE","PB1249.9 - Serviços de Transmissão de arquivos CAD - FAASA"
"Fev - PB1249.10 - PROV DI2S SERVIÇOS DE TRANSMISSÃO DE","PB1249.4 - Serviços de Transmissão de arquivos CAD (Projeto e-supply)"
"Fev - PB1249.11 - PROV REPLY SERVIÇOS PAB DAMAGE REF","PB1249.12 - SERVIÇOS PAB + DAMAGE"
"Fev - PB1249.12 - PROV REPLY SERVIÇOS SAP SD REF F","PB1249.74 - SERVIÇOS SAP - SD"
"Fev - PB1249.13 - PROV TATA CONSULTANCY TCS AMS STARS","PB1249.6 - AMS Stars and eleen"
"Fev - PB1250.1 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1250.2 - CONTAINER MANAGEMENT"
"Fev - PB1250.2 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1250.2 - CONTAINER MANAGEMENT"
"Fev - PB1250.3 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1250.2 - CONTAINER MANAGEMENT"
"Fev - PB1250.4 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1250.2 - CONTAINER MANAGEMENT"
"Fev - PB1250.5 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1250.2 - CONTAINER MANAGEMENT"
"Fev - PB1250.6 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1250.2 - CONTAINER MANAGEMENT"
"Fev - PB1257.1 - PROV MANUTENÇÕES EVOLUTIVAS ICT","PB1257.1 - MANUTENÇÕES EVOLUTIVAS"
"Fev - PB1257.2 - PROV MANUTENÇÕES EVOLUTIVAS ICT","PB1257.1 - MANUTENÇÕES EVOLUTIVAS"
"Fev - PB1259.3 - PROV IBM TRUE UP MANUFACTURING ITO","PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT"
"Fev - PB1259.4 - PROV IBM ON GOING PROJETOS DIVERSOS","PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT"
"Fev - PB1259.5 - APP PFS SUPORTE ANA FINANÇAS","PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT"
"Fev - PB1259.6 - 0800004201 PROJECOES MULTIMIDIA EM","PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT"
"Fev - PB1259.7 - 0800004201 PROJECOES MULTIMIDIA EM","PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT"
"Fev - PB1259.8 - 0800004201 PROJECOES MULTIMIDIA EM","PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT"
"Fev - PB1259.9 - 0800004201 PROJECOES MULTIMIDIA EM","PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT"
"Fev - PB1259.10 - 0800031610 SQUADRA TECNOLOGIA S EM","PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT"
"Fev - PB1259.11 - 0800031610 SQUADRA TECNOLOGIA S EM","PB1259.2 - ON-GOING PROJETOS ESTRATÉGICOS ICT"
"Fev - PB1261.1 - PROV DELOITTE ELABORACAO CONTROLE SOX","PB1344.1 - Serviços de Suporte em Segurança ICT para SOX"
"Fev - PB1261.2 - MANUTENÇÃO SW AUTOSEG 7/12","PB1343.1 - Manutenção de SW Autoseg"
"Fev - PB1261.3 - PROV DELOITTE ELABORACAO CONTROLE SOX","PB1344.1 - Serviços de Suporte em Segurança ICT para SOX"
"Fev - PB1265.1 - PROV MANUTENÇÕES EVOLUTIVAS BI","PB1265.1 - Manutenções Evolutivas"
"Fev - PB1265.2 - PROV MANUTENÇÕES EVOLUTIVAS BI","PB1265.1 - Manutenções Evolutivas"
"Fev - PB1266.1 - PROV AÇÃO INFORMÁTICA LICENÇA TM1 J","PB1266.4 - Subscrição IBM Planning Analytics"
"Fev - PB1266.3 - 0800000816 INGRAM MICRO BRASIL EM","PB1266.4 - Subscrição IBM Planning Analytics"
"Fev - PB1266.4 - 0800000816 INGRAM MICRO BRASIL EM","PB1266.4 - Subscrição IBM Planning Analytics"
"Fev - PB1266.5 - MANUT LINCENÇA QLIKVIEW 3/12","PB1266.3 - Manutenção software Suite Qlikview"
"Fev - PB1266.6 - MANT SW ELA IBM 5/12","PB1266.2 - Manutenção software IBM - Cognos e DataStage"
"Fev - PB1266.7 - PROV INGRAM MICRO LICENÇA TM1 FEVER","PB1266.4 - Subscrição IBM Planning Analytics"
"Fev - PB1267.1 - PROV FORCE ONE PROFESSIONAL SERVICES","PB1267.4 - Serviços BI Analytics/Planning"
"Fev - PB1267.2 - PROV CORE SYSNESIS SUPORTE E MANUTENÇÃ","PB1267.3 - SUPORTE E MANUTENÇÃO DE APLICAÇÕES BI"
"Fev - PB1267.3 - PROV FORCE ONE PROFESSIONAL SERVICES","PB1267.1 - Analista de BI Cognos Qlikview"
"Fev - PB1267.4 - ICTL ARQUITETURA BANCO DE DADOS ALTA","PB1267.4 - Serviços BI Analytics/Planning"
"Fev - PB1267.5 - 0800034570 FORCEONE NEGOCIOS & EM","PB1267.4 - Serviços BI Analytics/Planning"
"Fev - PB1267.6 - 0800034570 FORCEONE NEGOCIOS & EM","PB1267.4 - Serviços BI Analytics/Planning"
"Fev - PB1267.7 - PROV CORE SYSNESIS SUPORTE E MANUTENÇÃ","PB1267.3 - SUPORTE E MANUTENÇÃO DE APLICAÇÕES BI"
"Fev - PB1267.8 - PROV FORCE ONE PROFESSIONAL SERVICES","PB1267.1 - Analista de BI Cognos Qlikview"
"Fev - PB1268.1 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1268.2 - GESTIONE BI"
"Fev - PB1268.2 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1268.2 - GESTIONE BI"
"Fev - PB1268.3 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1268.4 - GESTIONE BI"
"Fev - PB1268.4 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1268.4 - GESTIONE BI"
"Fev - PB1268.5 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1268.4 - GESTIONE BI"
"Fev - PB1268.6 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1268.2 - GESTIONE BI"
"Fev - PB1272.1 - PROV FORCE ONE PROFESSIONAL SERVICES","PB1272.6 - Serviços SAP - MM / MM-IV"
"Fev - PB1272.2 - PROV INVOICEWARE KFBC GESTÃO MENSAL","PB1272.10 - GESTÃO MENSAL DO CONECTOR SAP PARA NFE"
"Fev - PB1272.3 - PROV ACCENTURE AMS SAP SD","PB1272.17 - Serviços SAP - Modulo SD"
"Fev - PB1272.4 - PROV ACCENTURE AMS SAP","PB1272.2 - AMS SAP - ACCENTURE"
"Fev - PB1272.5 - PROV ACCENTURE AMS SAP PLANTÕES","PB1272.7 - AMS SAP - PLANTÕES DIVERSOS"
"Fev - PB1272.7 - ICTL ANALISE NEGOCIOS SAP ALTA","PB1272.6 - Serviços SAP - MM / MM-IV"
"Fev - PB1272.8 - 0800034570 FORCEONE NEGOCIOS & EM","PB1272.6 - Serviços SAP - MM / MM-IV"
"Fev - PB1272.9 - 0800034570 FORCEONE NEGOCIOS & EM","PB1272.6 - Serviços SAP - MM / MM-IV"
"Fev - PB1272.10 - PROV ACCENTURE AMS SAP JANEIRO E FE","PB1272.2 - AMS SAP - ACCENTURE"
"Fev - PB1272.11 - PROV ACCENTURE AMS SAP PLANTÕES","PB1272.7 - AMS SAP - PLANTÕES DIVERSOS"
"Fev - PB1272.12 - PROV FORCE ONE AMS SAP SD REF JANE","PB1272.17 - Serviços SAP - Modulo SD"
"Fev - PB1272.13 - PROV INVOICEWARE KFBC GESTÃO MENSAL","PB1272.10 - GESTÃO MENSAL DO CONECTOR SAP PARA NFE"
"Fev - PB1274.1 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1274.2 - SAPiens - AMS FIASA"
"Fev - PB1274.2 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1274.2 - SAPiens - AMS FIASA"
"Fev - PB1274.3 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1274.2 - SAPiens - AMS FIASA"
"Fev - PB1274.4 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1274.2 - SAPiens - AMS FIASA"
"Fev - PB1274.5 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1274.2 - SAPiens - AMS FIASA"
"Fev - PB1274.6 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1274.2 - SAPiens - AMS FIASA"
"Fev - PB1275.1 - MANUTENÇÃO LICENÇAS MICROSOFT 9/12","PB1275.2 - LICENÇAS MICROSOFT (2017 A 2019)"
"Fev - PB1275.2 - MANUTENÇÃO LICENÇAS MICROSOFT 9/12","PB1275.2 - LICENÇAS MICROSOFT (2017 A 2019)"
"Fev - PB1276.1 - PROV STEFANINI INSTALL PC BETIM JAN","PB1276.3 - IMAC (INSTALL PC)"
"Fev - PB1276.3 - 0800002936 STEFANINI CONSULTORI EM","PB1276.2 - Field Services"
"Fev - PB1276.4 - 0800002936 STEFANINI CONSULTORI EM","PB1276.2 - Field Services"
"Fev - PB1276.5 - PROV STEFANINI INSTALL PC BETIM REF","PB1276.3 - IMAC (INSTALL PC)"
"Fev - PB1277.1 - PROV STEFANINI SERVICE DESK JANEIRO","PB1277.2 - SERVICE DESK"
"Fev - PB1277.2 - PROV STEFANINI SERVICE DESK JANEIRO","PB1277.2 - SERVICE DESK"
"Fev - PB1278.1 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1278.2 - 132 - EMAIL DIREZIONE SVILUPPI INTERNAZ."
"Fev - PB1278.2 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1278.2 - 132 - EMAIL DIREZIONE SVILUPPI INTERNAZ."
"Fev - PB1278.3 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1278.2 - 132 - EMAIL DIREZIONE SVILUPPI INTERNAZ."
"Fev - PB1278.4 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1278.2 - 132 - EMAIL DIREZIONE SVILUPPI INTERNAZ."
"Fev - PB1278.5 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1278.2 - 132 - EMAIL DIREZIONE SVILUPPI INTERNAZ."
"Fev - PB1278.6 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1278.2 - 132 - EMAIL DIREZIONE SVILUPPI INTERNAZ."
"Fev - PB1279.1 - PROV ICT NFS PROFESSIONAL SERV & PBX","PB1279.2 - Gestão de Telefonia - Voz e PABX"
